번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1005,065350,신성델타테크,032805,가정용 기기 제조업,"22,088,547","11,044,273,500","500",원(KRW),055-260-1000,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주) ,2276
1006,011930,신성이엔지,032601,반도체 제조업,"173,717,467","86,968,733,500","500",원(KRW),031-788-9500,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,2276
1007,005390,신성통상,074607,기타 전문 도매업,"143,708,390","71,854,195,000","500",원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동) ,2276
1008,004170,신세계,074701,종합 소매업,"9,845,181","49,225,905,000","5,000",원(KRW),02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,2276
1009,035510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000","5,000",원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",2276
1010,034300,신세계건설,064101,건물 건설업,"4,000,000","20,000,000,000","5,000",원(KRW),02-3406-6620,서울특별시 중구  장충단로 180 신세계건설 ,2276
1011,031430,신세계인터내셔날,074704,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000","5,000",원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,2276
1012,031440,신세계푸드,095601,음식점업,"3,872,480","19,362,400,000","5,000",원(KRW),02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",2276
1013,006880,신송홀딩스,074602,산업용 농·축산물 및 동·식물 도매업,"11,828,858","5,914,429,000","500",원(KRW),027801400,서울특별시 영등포구 여의나루로 53-1 ,2276
1014,056000,신스타임즈,105802,소프트웨어 개발 및 공급업,"14,016,600","7,008,300,000","500",원(KRW),02-557-9482,서울특별시 강남구  언주로 540 코원타워 ,2276
1015,002800,신신제약,032102,의약품 제조업,"15,170,500","7,585,250,000","500",원(KRW),031-776-1111,경기도 안산시 단원구 범지기로141번길 90 ,2276
1016,307180,신영스팩4호,116601,금융 지원 서비스업,"4,355,000","435,500,000","100",원(KRW),(02) 2004-9530,"서울시 영등포구 국제금융로8길 16, 5층 (여의도동, 신영증권빌딩) ",2276
1017,005800,신영와코루,031401,봉제의복 제조업,"900,000","4,500,000,000","5,000",원(KRW),02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루,2276
1018,001720,신영증권,116601,금융 지원 서비스업,"9,386,237","82,200,000,000","5,000",원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",2276
1019,009270,신원,031401,봉제의복 제조업,"80,788,152","40,439,446,000","500",원(KRW),02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩,2276
1020,017000,신원종합개발,064101,건물 건설업,"10,068,027","52,989,616,000","5,000",원(KRW),02-6908-7000,경기도 화성시  봉담읍 와우안길 109 103-213 ,2276
1021,002700,신일산업,074605,기계장비 및 관련 물품 도매업,"71,047,521","35,523,760,500","500",원(KRW),02-6309-7800,충청남도 천안시 서북구 입장면 연곡길 308 -,2276
1022,012790,신일제약,032102,의약품 제조업,"7,900,000","3,950,000,000","500",원(KRW),02-2211-6711,충북 충주시 앙성면 본평리 산 5-1 ,2276
1023,138070,신진에스엠,032509,기타 금속 가공제품 제조업,"8,972,183","4,486,091,500","500",원(KRW),031-369-7400,전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장 ,2276
1024,019170,신풍제약,032102,의약품 제조업,"52,984,990","27,592,495,000","500",원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7 ,2276
1025,002870,신풍제지,031701,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000","500",원(KRW),02-2156-7521,경기도 평택시  고덕면 고덕로 144-32 신풍제지,2276
1026,005450,신한,064101,건물 건설업,"7,022,839","35,114,195,000","5,000",원(KRW),02-369-0001,경기도 성남시 중원구  산성대로 208 ,2276
1027,293940,신한알파리츠,126801,부동산 임대 및 공급업,"47,630,123","47,630,123,000","1,000",원(KRW),02-2158-7402,"서울특별시 종로구 종로 33 그랑서울, 18층 ",2276
1028,257730,신한제3호스팩,116601,금융 지원 서비스업,"3,505,000","350,500,000","100",원(KRW),02-3772-4073,서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층 &nbsp,2276
1029,277480,신한제4호스팩,116601,금융 지원 서비스업,"6,010,000","601,000,000","100",원(KRW),02-3772-4075,서울특별시 영등포구 여의대로 70 신한금융투자타워 ,2276
1030,055550,신한지주,116409,기타 금융업,"474,199,587","2,370,997,935,000","5,000",원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,2276
1031,001770,신화실업,032401,1차 철강 제조업,"1,214,878","6,074,390,000","5,000",원(KRW),031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",2276
1032,056700,신화인터텍,032202,플라스틱제품 제조업,"29,135,091","14,567,545,500","500",원(KRW),041-590-3300,충남 천안시 동남구 병천면 매봉로 308 ,2276
1033,187270,신화콘텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,143,845","5,071,922,500","500",원(KRW),031-432-1527,경기도 안양시 만안구 일직로94번길 3 (석수동),2276
1034,004080,신흥,074605,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000","500",원(KRW),02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀,2276
1035,243840,신흥에스이씨,032802,일차전지 및 축전지 제조업,"6,551,683","16,379,207,500","2,500",원(KRW),031-378-8141,경기도 오산시 양산로 48 &nbsp,2276
1036,108320,실리콘웍스,032601,반도체 제조업,"16,264,300","8,132,150,000","500",원(KRW),042-712-7700,대전광역시 유성구  테크노2로 222 ,2276
1037,222800,심텍,032602,전자부품 제조업,"22,752,959","11,376,479,500","500",원(KRW),043-269-9000,충청북도 청주시 흥덕구 산단로 73 &nbsp,2276
1038,036710,심텍홀딩스,032604,통신 및 방송 장비 제조업,"35,736,919","17,868,459,500","500",원(KRW),043-909-8000,충청북도 청주시 흥덕구 산단로 73 ,2276
1039,160980,싸이맥스,032902,특수 목적용 기계 제조업,"10,576,294","5,288,147,000","500",원(KRW),070-7732-5300,경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 ,2276
1040,217330,싸이토젠,137001,자연과학 및 공학 연구개발업,"5,633,864","2,816,932,000","500",원(KRW),02-6925-1070,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 8층,2276
1041,102280,쌍방울,031401,봉제의복 제조업,"129,124,213","64,562,106,500","500",원(KRW),02-3485-6000,서울특별시 중구 퇴계로 390 - ,2276
1042,003410,쌍용양회공업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","503,859,595","505,403,280,000","1,000",원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,2276
1043,003620,쌍용자동차,033001,자동차용 엔진 및 자동차 제조업,"149,840,002","749,200,010,000","5,000",원(KRW),031-610-1114,경기도 평택시  동삭로 455-12 ,2276
1044,010280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","40,464,034","40,464,034,000","1,000",원(KRW),02-2262-8114,서울특별시 중구 수표로 34 씨티센터타워 5층,2276
1045,004770,써니전자,032601,반도체 제조업,"29,976,480","15,938,240,000","500",원(KRW),043-853-1760,충청북도 충주시  목행산단2로 59 ,2276
1046,217320,썬테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","1,050,000","525,000,000","500",원(KRW),061-721-2222,전라남도 순천시 해룡면 율촌산단4로 101 ,2276
1047,122800,썬텍,032403,금속 주조업,"35,153,085","3,515,308,500","100",원(KRW),02-2055-4051,서울특별시 영등포구 국제금융로2길 25 eusu홀딩스빌딩 12층 ,2276
1048,208640,썸에이지,105802,소프트웨어 개발 및 공급업,"76,280,187","7,628,018,700","100",원(KRW),070-4349-1330,경기도 성남시 분당구 판교로 242 판교디지털센터 에이동 302호(삼평동),2276
1049,222420,쎄노텍,032309,기타 비금속 광물제품 제조업,"40,158,175","4,015,817,500","100",원(KRW),055-584-9183,경상남도 함안군 대산면 옥렬1길 112 -,2276
1050,037760,쎄니트,032401,1차 철강 제조업,"33,832,921","16,916,460,500","500",원(KRW),02-598-1250,경상남도 의령군  의령읍 구룡로4남길 53 ,2276
1051,136510,쎄미시스코,032902,특수 목적용 기계 제조업,"5,400,000","2,700,000,000","500",원(KRW),031-237-3425,경기도 수원시 권선구  산업로 94 ,2276
1052,099320,쎄트렉아이,033103,"항공기,우주선 및 부품 제조업","7,268,487","3,634,243,500","500",원(KRW),042-365-7500,대전광역시 유성구  유성대로1628번길 21 (주)쎄트렉아이 ,2276
1053,049960,쎌바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000","500",원(KRW),031-987-6205-7,경기 김포시 월곶면 개곡리 134 ,2276
1054,050890,쏠리드,032604,통신 및 방송 장비 제조업,"49,367,999","24,683,999,500","500",원(KRW),031-627-6000,경기도 성남시 분당구 판교역로 220 쏠리드스페이스 ,2276
1055,066790,씨씨에스,106002,텔레비전 방송업,"85,564,335","42,782,167,500","500",원(KRW),043-850-7104,충북 충주시 용산동 35 ,2276
1056,222080,씨아이에스,032902,특수 목적용 기계 제조업,"53,624,705","5,362,470,500","100",원(KRW),053-593-1552,대구광역시 동구 팔공로47길 37 -,2276
1057,004920,씨아이테크,033309,그외 기타 제품 제조업,"54,212,316","27,106,158,000","500",원(KRW),02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,2276
1058,236030,씨알푸드,031006,"곡물가공품, 전분 및 전분제품 제조업","1,980,000","990,000,000","500",원(KRW),043-645-4100,충청북도 제천시 바이오밸리1로 85 ,2276
1059,103660,씨앗,032004,기타 화학제품 제조업,"3,697,480","1,848,740,000","500",원(KRW),062-940-7200,광주광역시 광산구 평동산단로169번길 40(월전동) ,2276
1060,245450,씨앤에스링크,032604,통신 및 방송 장비 제조업,"1,039,960","519,980,000","500",원(KRW),070-8786-6458,경기도 성남시 분당구 방아로16번길 11 메카텍빌딩 3층,2276
1061,264660,씨앤지하이테크,032902,특수 목적용 기계 제조업,"8,405,480","4,202,740,000","500",원(KRW),031-659-9803,경기도 안성시 원곡면 승량길 162 &nbsp,2276
1062,112610,씨에스윈드,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500","500",원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,2276
1063,115530,씨엔플러스,032602,전자부품 제조업,"42,681,681","4,268,168,100","100",원(KRW),032-813-0970,경기도 시흥시 시화벤처로 325 -,2276
1064,225330,씨엠에스에듀,168505,일반 교습 학원,"18,634,628","9,476,384,000","500",원(KRW),02-552-8500,서울특별시 서초구 동작대로 234 CMS M빌딩 5~8층 ,2276
1065,115480,씨유메디칼,032701,의료용 기기 제조업,"15,890,979","7,945,489,500","500",원(KRW),033-747-7657,강원도 원주시  문막읍 동화공단로 130-1 ,2276
1066,189330,씨이랩,105802,소프트웨어 개발 및 공급업,"2,237,020","1,118,510,000","500",원(KRW),02-2039-3147,"서울특별시 강남구 논현로76길 94층 (역삼동,서울강남빌딩) ",2276
1067,096530,씨젠,032103,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000","500",원(KRW),02-2240-4036,서울특별시 송파구 오금로 91(방이동) 7층 ,2276
1068,900120,씨케이에이치,116409,기타 금융업,"110,404,457","5,520,223","0.05",미국달러(USD),86-1395-0486-047,"P.O Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KYI - 1205 Cyaman Islands -",2276
1069,101240,씨큐브,032001,기초 화학물질 제조업,"8,050,441","4,025,220,500","500",원(KRW),043-531-2500,충청북도 진천군  진천읍 성중로 144 시큐브 ,2276
1070,047920,씨트리,137001,자연과학 및 공학 연구개발업,"13,848,373","6,924,186,500","500",원(KRW),031-557-0001,경기도 남양주시 경강로 27 ,2276
1071,189540,씨티네트웍스,032604,통신 및 방송 장비 제조업,"2,415,990","1,207,995,000","500",원(KRW),041-742-0609,충청남도 논산시  연무읍 신화길 12 ,2276
1072,060590,씨티씨바이오,074604,생활용품 도매업,"19,310,522","9,655,261,000","500",원(KRW),070-4033-0200,서울특별시 송파구 중대로 296 삼보빌딩 6층 ,2276
1073,036170,씨티젠,032601,반도체 제조업,"32,361,201","32,361,201,000","1,000",원(KRW),031 -205 -5300,경기도 수원시 영통구 신원로 170 (신동) ,2276
1074,260930,씨티케이코스메틱스,032004,기타 화학제품 제조업,"10,122,151","5,061,075,500","500",원(KRW),031-698-4297,경기도 성남시 분당구 판교로255번길 9-22 우림W-CITY 416호 &nbsp,2276
1075,013990,아가방컴퍼니,074604,생활용품 도매업,"32,887,536","16,443,768,000","500",원(KRW),02-527-1300,서울특별시 강남구 테헤란로 207 아가방빌딩 ,2276
1076,123860,아나패스,032601,반도체 제조업,"10,127,700","5,063,850,000","500",원(KRW),02-6922-7400,"서울특별시 구로구 디지털로31길 61 신세계아이앤씨빌딩 6층, 7층",2276
1077,025980,아난티,189101,스포츠 서비스업,"82,320,915","8,232,091,500","100",원(KRW),02-6742-1500,충청북도 진천군  백곡면 배티로 818-105 ,2276
1078,008700,아남전자,032605,영상 및 음향기기 제조업,"77,124,820","38,562,410,000","500",원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩 ,2276
1079,058220,아리온,032604,통신 및 방송 장비 제조업,"90,573,059","18,114,611,800","200",원(KRW),031-361-3000,경기도 안양시 동안구 시민대로327번길 24 (관양동),2276
1080,125210,아모그린텍,032602,전자부품 제조업,"16,496,790","8,248,395,000","500",원(KRW),031-987-3383,경기도 김포시 통진읍 김포대로1950번길 91 ,2276
1081,090430,아모레퍼시픽,032004,기타 화학제품 제조업,"58,458,490","34,508,160,000","500",원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,2276
1082,002790,아모레퍼시픽그룹,032004,기타 화학제품 제조업,"82,458,180","44,450,975,000","500",원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,2276
1083,052710,아모텍,032602,전자부품 제조업,"9,743,406","4,871,703,000","500",원(KRW),(031)989-0506,인천 남동구 남촌동 617 남동공단 5블럭 1롯트 ,2276
1084,074430,아미노로직스,074607,기타 전문 도매업,"87,826,844","8,782,684,400","100",원(KRW),02-761-4570,서울특별시 강남구 역삼로 151 삼오빌딩3층 301호 ,2276
1085,092040,아미코젠,031007,기타 식품 제조업,"19,191,510","9,595,755,000","500",원(KRW),055-759-6161,경상남도 진주시 진성면 동부로1259번길 64 ,2276
1086,083930,아바코,032902,특수 목적용 기계 제조업,"15,996,505","7,998,252,500","500",원(KRW),053-583-8150,대구 달서구 월암동 1107번지 ,2276
1087,149950,아바텍,032602,전자부품 제조업,"15,607,500","8,153,750,000","500",원(KRW),053-592-4060,대구광역시 달서구 달서대로 85길 100 ,2276
1088,036010,아비코전자,032602,전자부품 제조업,"13,292,934","6,896,467,000","500",원(KRW),031-730-5114,경기도 성남시 중원구  둔촌대로388번길 31 ,2276
1089,002030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,"2,191,024","10,955,120,000","5,000",원(KRW),02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,2276
1090,183190,아세아시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,895,809","19,479,045,000","5,000",원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층 ,2276
1091,002310,아세아제지,031702,"골판지, 종이 상자 및 종이용기 제조업","8,956,502","44,782,510,000","5,000",원(KRW),02-527-6882,서울특별시 강남구  논현로 430 ,2276
1092,050860,아세아텍,032902,특수 목적용 기계 제조업,"17,500,000","8,750,000,000","500",원(KRW),0535807777,대구 달성군 유가면 금리 168,2276
1093,246720,아스타,032103,의료용품 및 기타 의약 관련제품 제조업,"11,482,523","5,741,261,500","500",원(KRW),031-888-9596,"경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동) ",2276
1094,067390,아스트,033103,"항공기,우주선 및 부품 제조업","15,997,582","8,250,791,000","500",원(KRW),055-851-7000,경상남도 사천시 사남면 공단1로 23-65 &nbsp,2276
1095,127710,아시아경제,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","25,265,038","12,632,519,000","500",원(KRW),02-2200-2197,"서울특별시 중구 충무로 29 아시아미디어타워 10층,11층 &nbsp",2276
1096,267850,아시아나IDT,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,100,000","5,550,000,000","500",원(KRW),02-2195-8571,서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층)
(공평동, 센트로폴리스),2276
1097,020560,아시아나항공,085101,항공 여객 운송업,"221,235,294","1,106,176,470,000","5,000",원(KRW),02-2669-3114,서울특별시 강서구  오정로 443-83 ,2276
1098,154030,아시아종묘,010101,작물 재배업,"9,215,539","4,607,769,500","500",원(KRW),02-449-9161,"서울특별시 송파구 송파대로 167 B동 5층 513-1호 (문정동, 문정역 테라타워)",2276
1099,227610,아우딘퓨쳐스,032004,기타 화학제품 제조업,"10,000,000","5,000,000,000","500",원(KRW),02-571-2432,"서울특별시 강남구 테헤란로 508 해성2빌딩 (대치동, 해성2빌딩 15층) ",2276
1100,143160,아이디스,032604,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000","500",원(KRW),031-723-5425,대전 유성구 관평동 1301,2276
1101,054800,아이디스홀딩스,137106,기타 전문 서비스업,"10,347,756","5,173,878,000","500",원(KRW),042-933-9677,대전 유성구 관평동 1301 ,2276
1102,122900,아이마켓코리아,074608,상품 종합 도매업,"35,943,340","18,166,670,000","500",원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,2276
1103,099190,아이센스,032701,의료용 기기 제조업,"13,737,238","6,868,619,000","500",원(KRW),02-916-6191,서울특별시 서초구 반포대로28길 43 아이센스 빌딩,2276
1104,214430,아이쓰리시스템,032602,전자부품 제조업,"7,106,760","3,580,660,000","500",원(KRW),070-4162-0781,대전광역시 유성구 테크노5로 69 ,2276
1105,040910,아이씨디,032902,특수 목적용 기계 제조업,"16,848,040","8,424,020,000","500",원(KRW),031-678-3333,경기도 안성시  대덕면 만세로 274 ,2276
1106,068940,아이씨케이,032602,전자부품 제조업,"31,179,722","6,235,944,400","200",원(KRW),053-592-3433,대구광역시 달서구  호산동로7길 17 ,2276
1107,052860,아이앤씨,032601,반도체 제조업,"15,795,038","7,897,519,000","500",원(KRW),031-696-3300,경기도 성남시 분당구 판교로255번길 24 ,2276
1108,010780,아이에스동서,032302,"내화, 비내화 요업제품 제조업","30,892,606","15,446,303,000","500",원(KRW),02-3218-6701,서울특별시 강남구  영동대로 741 ,2276
1109,069920,아이에스이커머스,074709,무점포 소매업,"25,514,093","12,757,046,500","500",원(KRW),02-2191-3500,"서울특별시 강남구 영동대로 648 (삼성동,삼안빌딩 5층)",2276
1110,038880,아이에이,032602,전자부품 제조업,"225,512,167","22,551,216,700","100",원(KRW),02  -3015-1300,서울특별시 송파구  송파대로22길 5-23  ,2276
1111,003560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000","500",원(KRW),02-6005-6000,서울특별시 강남구 선릉로 629 싸이더스HQ타워,2276
1112,122050,아이엘사이언스,032804,전구 및 조명장치 제조업,"6,724,104","3,362,052,000","500",원(KRW),031-757-5100,경기도 성남시 중원구 마지로 123-1 아이엘밸리 ,2276
1113,101390,아이엠,032602,전자부품 제조업,"37,572,009","18,786,004,500","500",원(KRW),031-231-3114,경기도 용인시 기흥구 탑실로35번길 8-4 -,2276
1114,226350,아이엠텍,032602,전자부품 제조업,"24,646,446","12,323,223,000","500",원(KRW),031-8071-2581,경기도 파주시 월롱면 엘지로 274-43 &nbsp,2276
1115,078860,아이오케이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","39,747,667","19,873,833,500","500",원(KRW),02-2204-3000,서울특별시 강남구 도산대로 312 덕승빌딩 6층,2276
1116,114810,아이원스,032902,특수 목적용 기계 제조업,"13,415,919","6,707,959,500","500",원(KRW),031-238-7785,경기도 안성시 고삼면 안성대로 2061 (가유리 777-1),2276
1117,031310,아이즈비전,106102,전기 통신업,"15,772,574","7,886,287,000","500",원(KRW),02-6330-5051,서울특별시 영등포구  여의공원로 101 여의도동 CCMM빌딩 7층 701호702호,2276
1118,185490,아이진,137001,자연과학 및 공학 연구개발업,"11,045,609","5,522,804,500","500",원(KRW),02-322-1687,"서울특별시 강서구 양천로 401 B동 910호 (가양동, 강서한강자이타워) &nbsp",2276
1119,059100,아이컴포넌트,032602,전자부품 제조업,"7,070,860","3,535,430,000","500",원(KRW),031-719-4316,경기도 평택시 팽성읍 추팔산단1길 23 ,2276
1120,149010,아이케이세미콘,032601,반도체 제조업,"3,120,000","1,560,000,000","500",원(KRW),02-3153-7090,"서울특별시 마포구 성암로 179 8층 (상암동,한샘상암)",2276
1121,175250,아이큐어,032102,의약품 제조업,"6,413,839","3,206,919,500","500",원(KRW),02-6959-6909,서울특별시 서초구 사임당로1길 7 세현빌딩 1층 &nbsp,2276
1122,052460,아이크래프트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,607,936","7,303,968,000","500",원(KRW),(02)541-0474,서울특별시 강남구  언주로 726 두산빌딩 12층,2276
1123,119830,아이텍,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,420,046","3,210,023,000","500",원(KRW),031-436-2302,경기도 화성시 동탄면 동탄산단4길 9-15 -,2276
1124,124500,아이티센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,190,925","8,095,462,500","500",원(KRW),02-3497-8300,서울특별시 서초구 반포대로13 아이티센빌딩 ,2276
1125,223220,아이피몬스터,105802,소프트웨어 개발 및 공급업,"10,787,261","5,393,630,500","500",원(KRW),031-714-9909,광주광역시 남구 송암로 60 광주 CGI센터 402호,2276
1126,027360,아주IB투자,116409,기타 금융업,"118,714,050","59,357,025,000","500",원(KRW),,"서울특별시 강남구 테헤란로 201, 아주빌딩 4, 5층 ",2276
1127,033660,아주캐피탈,116409,기타 금융업,"57,545,890","287,729,450,000","5,000",원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239 ,2276
1128,032080,아즈텍WB,031304,"섬유제품 염색, 정리 및 마무리 가공업","20,916,684","10,458,342,000","500",원(KRW),051 -202 -3101,부산광역시 사하구 하신번영로 99 ,2276
1129,013310,아진산업,033003,자동차 신품 부품 제조업,"30,336,206","15,168,103,000","500",원(KRW),053-856-9100,경상북도 경산시 진량읍 공단8로26길 40 &nbsp,2276
1130,059120,아진엑스텍,032601,반도체 제조업,"6,945,915","3,472,957,500","500",원(KRW),053-593-3700,대구광역시 달서구 성서공단로11길 27 &nbsp,2276
1131,067160,아프리카TV,105802,소프트웨어 개발 및 공급업,"11,494,767","5,747,383,500","500",원(KRW),031-622-8380,"경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201, 901호",2276
1132,001540,안국약품,032102,의약품 제조업,"13,042,420","6,521,210,000","500",원(KRW),02  -3289-4221,서울 영등포구 대림동 993-75 ,2276
1133,053800,안랩,105802,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500","500",원(KRW),031-722-8000,경기도 성남시 분당구  판교역로 220  ,2276
1134,251280,안지오랩,137001,자연과학 및 공학 연구개발업,"1,805,914","902,957,000","500",원(KRW),042-867-5785,대전광역시 유성구 테크노3로 65 ,2276
1135,065660,안트로젠,074607,기타 전문 도매업,"8,650,277","4,325,138,500","500",원(KRW),02-2104-0391,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자) &nbsp",2276
1136,271400,알로이스,032604,통신 및 방송 장비 제조업,"2,726,400","1,363,200,000","500",원(KRW),07086805501,경기도 성남시 중원구 양현로405번길 4-5 3층 ,2276
1137,001780,알루코,032402,1차 비철금속 제조업,"74,524,102","37,262,051,000","500",원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,2276
1138,260660,알리코제약,032103,의료용품 및 기타 의약 관련제품 제조업,"9,595,575","4,797,787,500","500",원(KRW),02-585-0004,서울특별시 서초구 바우뫼로27길 7-21 (양재동),2276
1139,131370,알서포트,105802,소프트웨어 개발 및 공급업,"53,267,083","5,326,708,300","100",원(KRW),070-7011-3900,"서울특별시 송파구 위례성대로 10 방이동, 에스타워 9층, 10층, 11층, 12층",2276
1140,140670,알에스오토메이션,032602,전자부품 제조업,"9,103,140","4,551,570,000","500",원(KRW),031-685-9300,경기도 평택시 진위면 진위산단로 38 ,2276
1141,096610,알에프세미,032601,반도체 제조업,"8,120,970","4,060,485,000","500",원(KRW),042-823-9682,대전광역시 유성구 죽동로 141 - ,2276
1142,061040,알에프텍,032604,통신 및 방송 장비 제조업,"20,353,566","10,176,783,000","500",원(KRW),031-322-1114,경기도 용인시 처인구  원삼면 죽양대로1763번길 60 알에프텍 ,2276
1143,148250,알엔투테크놀로지,032602,전자부품 제조업,"6,635,903","3,317,951,500","500",원(KRW),031-376-5400,경기도 화성시 동탄면 동탄산단9길 11 ,2276
1144,196170,알테오젠,137001,자연과학 및 공학 연구개발업,"13,577,251","6,788,625,500","500",원(KRW),042-384-8780,대전광역시 유성구 유성대로1628번길 62 (전민동 461-38번지),2276
1145,123750,알톤스포츠,033109,그외 기타 운송장비 제조업,"12,746,297","6,373,148,500","500",원(KRW),02-422-0574,경기도 성남시 분당구 판교역로 221 12층(삼평동 투썬월드빌딩),2276
1146,085810,알티캐스트,105802,소프트웨어 개발 및 공급업,"21,223,160","10,987,352,000","500",원(KRW),02-2007-7700,서울특별시 서초구 반포대로 27파크빌딩 6층 ,2276
1147,117670,알파홀딩스,032601,반도체 제조업,"14,185,227","7,092,613,500","500",원(KRW),070-4600-0000,경기도 성남시 분당구 삼평동 688-1 엠텍아이티타워 8층 ,2276
1148,267810,앙츠,199501,컴퓨터 및 통신장비 수리업,"1,547,000","773,500,000","500",원(KRW),02-2677-9915,"서울특별시 영등포구 양산로 53  (양평동3가, 월드메르디앙비즈센터) 911호 ",2276
1149,018250,애경산업,032004,기타 화학제품 제조업,"26,346,535","26,346,535,000","1,000",원(KRW),02-768-2000,서울특별시 마포구 양화로 188 -,2276
1150,161000,애경유화,032001,기초 화학물질 제조업,"32,040,000","16,020,000,000","500",,02-850-2000,서울특별시 구로구  공원로 7 ,2276
1151,196300,애니젠,032101,기초 의약물질 및 생물학적 제제 제조업,"5,016,165","2,508,082,500","500",원(KRW),062-714-1166,광주광역시 북구 첨단과기로 333 광주테크노파크 시험생산동 206호 &nbsp,2276
1152,205500,액션스퀘어,105802,소프트웨어 개발 및 공급업,"26,485,481","13,242,740,500","500",원(KRW),031-781-7161,"경기도 성남시 분당구 판교역로 221 3층(삼평동, 투썬월드빌딩)",2276
1153,052790,액토즈소프트,105802,소프트웨어 개발 및 공급업,"11,330,638","5,665,319,000","500",원(KRW),(02)747-8260,서울특별시 강남구 테헤란로44길 8 아이콘역삼빌딩 10층~15층 ,2276
1154,131400,액트,032602,전자부품 제조업,"17,366,763","8,683,381,500","500",원(KRW),053-593-8560,대구광역시 달서구 성서로35길 26 ,2276
1155,290740,액트로,032602,전자부품 제조업,"5,083,634","2,541,817,000","500",원(KRW),031-689-4567,경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호,2276
